nces_id,name,state,enrollment
2632880,St. Louis Public Schools,MI,882
2632910,West Iron County Public Schools,MI,760
2632940,Standish-Sterling Community Schools,MI,1483
2632970,Stanton Township Public Schools,MI,183
2633000,Stephenson Area Public Schools,MI,380
2633030,Stockbridge Community Schools,MI,1075
2633090,Sturgis Public Schools,MI,2773
2633120,Summerfield Schools,MI,567
2633360,Suttons Bay Public Schools,MI,491
2633410,Swan Valley School District,MI,1802
2633420,Swartz Creek Community Schools,MI,3483
2633510,Tawas Area Schools,MI,1124
2633540,Taylor School District,MI,5404
2633720,Tecumseh Public Schools,MI,2397
2633750,Tekonsha Community Schools,MI,193
2633810,Thornapple Kellogg School District,MI,3091
2633840,Three Rivers Community Schools,MI,2154
2633870,Traverse City Area Public Schools,MI,8584
2633900,Trenton Public Schools,MI,2604
2633930,Tri County Area Schools,MI,1643
2634260,Troy School District,MI,12283
2634380,Ubly Community Schools,MI,629
2634410,Union City Community Schools,MI,909
2634440,Unionville-Sebewaing Area S.D.,MI,624
2634470,Utica Community Schools,MI,25297
2634560,Van Buren Public Schools,MI,4273
2634620,Vanderbilt Area Schools,MI,72
2634650,Vandercook Lake Public Schools,MI,629
2634680,Van Dyke Public Schools,MI,2085
2634710,Vassar Public Schools,MI,809
2634860,Verona Township S/D #1F,MI,27
2634920,Vestaburg Community Schools,MI,841
2634950,Vicksburg Community Schools,MI,2560
2635010,Wakefield-Marenisco School District,MI,236
2635040,Waldron Area Schools,MI,205
2635130,Walkerville Public Schools,MI,248
2635160,Walled Lake Consolidated Schools,MI,11818
2635190,Warren Consolidated Schools,MI,12564
2635220,Warren Woods Public Schools,MI,3035
2635310,Waterford School District,MI,6773
2635340,Watersmeet Township School District,MI,130
2635460,Watervliet School District,MI,1423
2635520,Waverly Community Schools,MI,2854
2635550,Wayland Union Schools,MI,2729
2635730,Webberville Community Schools,MI,446
2635790,Wells Township School District,MI,8
2635820,West Bloomfield School District,MI,4727
2635850,West Branch-Rose City Area Schools,MI,1844
2635910,West Ottawa Public School District,MI,6757
2635940,Western School District,MI,2688
2635970,Westwood Heights Schools,MI,1188
2636060,White Cloud Public Schools,MI,908
2636120,White Pigeon Community Schools,MI,729
2636240,Whitefish Township Schools,MI,42
2636270,Whiteford Agricultural School District of the Counties of Le,MI,831
2636300,Whitehall District Schools,MI,1941
2636330,Whitmore Lake Public School District,MI,690
2636390,Whittemore-Prescott Area Schools,MI,607
2636420,Williamston Community Schools,MI,1879
2636480,Wolverine Community School District,MI,249
2636485,Woodhaven-Brownstown School District,MI,5688
2636540,Wyandotte School District of the City of,MI,4171
2636570,Wyoming Public Schools,MI,3832
2636600,Yale Public Schools,MI,1734
2636630,Ypsilanti Community Schools,MI,3872
2636660,Zeeland Public Schools,MI,5788
2700001,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,MN,637
2700005,United South Central Schools,MN,763
2700006,MAPLE RIVER SCHOOL DISTRICT,MN,946
2700007,KINGSLAND PUBLIC SCHOOL DISTRICT,MN,524
2700008,ST. LOUIS COUNTY SCHOOL DISTRICT,MN,1914
2700013,WATERVILLE-ELYSIAN-MORRISTOWN,MN,716
2700017,Chisago Lakes School District,MN,3317
2700019,MINNEWASKA SCHOOL DISTRICT,MN,1324
2700022,WADENA-DEER CREEK SCHOOL DISTRICT,MN,1079
2700023,Buffalo Lake-Hector-Stewart,MN,451
2700024,WARREN-ALVARADO-OSLO SCHOOL DIST.,MN,589
2700088,LAKEVIEW SCHOOL DISTRICT,MN,720
2700089,NRHEG SCHOOL DISTRICT,MN,762
2700090,Murray County Central Schools,MN,721
2700091,MACCRAY School District,MN,722
2700099,YELLOW MEDICINE EAST,MN,605
2700100,FILLMORE CENTRAL,MN,575
2700101,NORMAN COUNTY EAST SCHOOL DISTRICT,MN,166
2700102,SIBLEY EAST SCHOOL DISTRICT,MN,1089
2700103,CLEARBROOK-GONVICK SCHOOL DISTRICT,MN,460
2700104,WEST CENTRAL AREA,MN,743
2700105,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,MN,610
2700106,A.C.G.C. Public School District,MN,893
2700107,Greenbush Middle River Schools,MN,222
2700108,Pipestone Area School District,MN,1138
2700109,Long Prairie-Grey Eagle School Dist,MN,984
2700110,CEDAR MOUNTAIN SCHOOL DISTRICT,MN,390
2700123,HOWARD LAKE-WAVERLY-WINSTED,MN,1312
2700124,FAIRMONT AREA SCHOOL DISTRICT,MN,1846
2700125,Lac qui Parle Valley Schools,MN,890
2700127,STEPHEN-ARGYLE CENTRAL SCHOOLS,MN,282
2700128,GLENCOE-SILVER LAKE SCHOOL DISTRICT,MN,1390
2700130,Blue Earth Area School District,MN,1064
2700132,RED ROCK CENTRAL SCHOOL DISTRICT,MN,404
2700148,GLENVILLE-EMMONS SCHOOL DISTRICT,MN,236
2700150,Clinton-Graceville-Beardsley,MN,333
2700162,LAKE PARK AUDUBON SCHOOL DISTRICT,MN,663
2700163,Renville County West Schools,MN,548
2700182,REDWOOD AREA SCHOOL DISTRICT,MN,1113
2700183,WESTBROOK-WALNUT GROVE SCHOOLS,MN,497
2700231,Jackson County Central School Dist.,MN,1093
2700287,Plainview-Elgin-Millville,MN,1405
2700294,RTR Public Schools,MN,646
2700326,TRACY AREA PUBLIC SCHOOL DISTRICT,MN,670
2700328,Ortonville Public Schools,MN,510
2700379,Tri-City United School District,MN,1927
2700382,BRANDON-EVANSVILLE PUBLIC SCHOOLS,MN,552
2700383,MORRIS AREA PUBLIC SCHOOLS,MN,1092
2700385,RED LAKE COUNTY CENTRAL PUBLIC SCH,MN,343
2700388,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,MN,495
2700466,Rock Ridge Public Schools,MN,2288
2700480,Ada-Borup-West Public Schools,MN,705
2702640,LESTER PRAIRIE PUBLIC SCHOOL DIST.,MN,435
2702720,Southland Public School District,MN,520
2702730,ADRIAN PUBLIC SCHOOL DISTRICT,MN,589
2702760,Aitkin Public School District,MN,989
2702910,Walker-Hackensack-Akeley Schl. Dist,MN,686
2702930,ALBANY PUBLIC SCHOOL DISTRICT,MN,1744
2702970,Albert Lea Public School District,MN,3335
2703030,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,MN,444
2703060,Alexandria Public School District,MN,4034
2703150,ANNANDALE PUBLIC SCHOOL DISTRICT,MN,2006
2703180,Anoka-Hennepin School District,MN,38354
2703300,ASHBY PUBLIC SCHOOL DISTRICT,MN,315
2703450,Austin Public School District,MN,5385
2703540,BADGER PUBLIC SCHOOL DISTRICT,MN,223
2703570,BAGLEY PUBLIC SCHOOL DISTRICT,MN,870
2703660,BARNESVILLE PUBLIC SCHOOL DIST.,MN,870
2703690,BARNUM PUBLIC SCHOOL DISTRICT,MN,660
2703750,BATTLE LAKE PUBLIC SCHOOL DISTRICT,MN,414
2703870,BECKER PUBLIC SCHOOL DISTRICT,MN,2877
2704050,BELLE PLAINE PUBLIC SCHOOL DISTRICT,MN,1522
2704440,Bemidji Public School District,MN,4722
2704470,BENSON PUBLIC SCHOOL DISTRICT,MN,760
2705430,BERTHA-HEWITT PUBLIC SCHOOL DIST.,MN,506
2705460,BIG LAKE PUBLIC SCHOOL DISTRICT,MN,3190
2705660,BIRD ISLAND-OLIVIA-LAKE LILLIAN,MN,636
2705730,BLACKDUCK PUBLIC SCHOOL DISTRICT,MN,696
2705760,Blooming Prairie Public Schools,MN,864
2705790,Bloomington Public Schools,MN,10442
2706060,BRAHAM PUBLIC SCHOOL DISTRICT,MN,783
2706090,BRAINERD PUBLIC SCHOOL DISTRICT,MN,6079
2706150,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,MN,576
2706240,Brooklyn Center Community Schools,MN,2174
2706300,BROWERVILLE PUBLIC SCHOOL DISTRICT,MN,566
2707110,Browns Valley Public School Dist,MN,205
2707200,Buffalo-Hanover-Montrose Schools,MN,5175
2707290,Burnsville-Eagan-Savage Schools,MN,7663
2707320,Butterfield-Odin Public Schools,MN,213
2707350,Byron Public School District,MN,2342
2707380,CALEDONIA PUBLIC SCHOOL DISTRICT,MN,693
2707410,Cambridge-Isanti Public School Dist,MN,5007
2707450,Campbell-Tintah Public Schools,MN,115
2707470,CANBY PUBLIC SCHOOL DISTRICT,MN,604
2707500,CANNON FALLS PUBLIC SCHOOL DISTRICT,MN,1055
2707590,CARLTON PUBLIC SCHOOL DISTRICT,MN,308
2708070,CASS LAKE-BENA PUBLIC SCHOOLS,MN,1119
2708100,Centennial Public School District,MN,6851
2708190,EASTERN CARVER COUNTY PUBLIC SCHOOL,MN,9274
2708220,CHATFIELD PUBLIC SCHOOLS,MN,898
2708910,CHISHOLM PUBLIC SCHOOL DISTRICT,MN,640
2708940,Chokio-Alberta Public Schools,MN,142
2709330,CLEVELAND PUBLIC SCHOOL DISTRICT,MN,650
2709360,CLIMAX-SHELLY PUBLIC SCHOOLS,MN,159
2709420,CLOQUET PUBLIC SCHOOL DISTRICT,MN,2529
2709440,ROCORI PUBLIC SCHOOL DISTRICT,MN,2406
2709480,GREENWAY PUBLIC SCHOOL DISTRICT,MN,970
2709510,Columbia Heights Public School Dist,MN,3516
2709540,COMFREY PUBLIC SCHOOL DISTRICT,MN,104
2709690,CROMWELL-WRIGHT PUBLIC SCHOOLS,MN,300
2709720,Crookston Public School District,MN,1140
2709750,Crosby-Ironton Public School Dist.,MN,988
2710060,Dassel-Cokato Public Schools,MN,2020
2710090,Dawson-Boyd Public School District,MN,566
2710140,DEER RIVER PUBLIC SCHOOL DISTRICT,MN,833
2710170,DELANO PUBLIC SCHOOL DISTRICT,MN,2457
2710230,DETROIT LAKES PUBLIC SCHOOL DIST.,MN,2728
2710260,DILWORTH-GLYNDON-FELTON,MN,1535
2711010,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,MN,1057
2711040,DULUTH PUBLIC SCHOOL DISTRICT,MN,8723
2711085,EAST CENTRAL SCHOOL DISTRICT,MN,732
2711130,East Grand Forks Public Schools,MN,2005
2711190,EDEN VALLEY-WATKINS SCHOOL DISTRICT,MN,868
2711220,EDGERTON PUBLIC SCHOOL DISTRICT,MN,437
2711250,EDINA PUBLIC SCHOOL DISTRICT,MN,8794
2711370,Elk River Public School District,MN,14577
2711460,ELLSWORTH PUBLIC SCHOOL DISTRICT,MN,136
2711520,ELY PUBLIC SCHOOL DISTRICT,MN,528
2711670,MINNETONKA PUBLIC SCHOOL DISTRICT,MN,11323
2711760,FARIBAULT PUBLIC SCHOOL DISTRICT,MN,3106
2711820,FARMINGTON PUBLIC SCHOOL DISTRICT,MN,6458
2711880,Fergus Falls Public School District,MN,3235
2711910,FERTILE-BELTRAMI SCHOOL DISTRICT,MN,495
2712180,Fisher Public School District,MN,222
2712210,FLOODWOOD PUBLIC SCHOOL DISTRICT,MN,168
2712240,FOLEY PUBLIC SCHOOL DISTRICT,MN,1921
2712270,Forest Lake Public School District,MN,5776
2712300,FOSSTON PUBLIC SCHOOL DISTRICT,MN,596
2712360,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,MN,834
2712420,Fridley Public School District,MN,2712
2712480,FULDA PUBLIC SCHOOL DISTRICT,MN,336
2712580,GFW Public Schools,MN,572
2712900,GOODHUE PUBLIC SCHOOL DISTRICT,MN,778
2713020,GOODRIDGE PUBLIC SCHOOL DISTRICT,MN,275
2713040,Granada Huntley East Chain,MN,317
2713110,Cook County Public Schools,MN,475
2713140,GRAND MEADOW PUBLIC SCHOOL DISTRICT,MN,443
2713170,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,MN,3972
2713380,HANCOCK PUBLIC SCHOOL DISTRICT,MN,437
2713530,Hastings Public School District,MN,4041
2713560,HAWLEY PUBLIC SCHOOL DISTRICT,MN,1058
2713590,HAYFIELD PUBLIC SCHOOL DISTRICT,MN,621
2713680,HENDRICKS PUBLIC SCHOOL DISTRICT,MN,244
2713860,HENNING PUBLIC SCHOOL DISTRICT,MN,381
2713890,Herman-Norcross Community School,MN,92
2713920,Hermantown Community Schools,MN,2118
2713930,HERON LAKE-OKABENA SCHOOL DISTRICT,MN,260
2713980,Hibbing Public School District,MN,2232
2714010,Hill City Public School District,MN,267
2714040,HILLS-BEAVER CREEK SCHOOL DISTRICT,MN,343
2714070,HINCKLEY-FINLAYSON SCHOOL DISTRICT,MN,869
2714190,HOLDINGFORD PUBLIC SCHOOL DISTRICT,MN,1098
2714220,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,MN,9292
2714260,HOPKINS PUBLIC SCHOOL DISTRICT,MN,7129
2714280,HOUSTON PUBLIC SCHOOL DISTRICT,MN,1934
2714970,HUTCHINSON PUBLIC SCHOOL DISTRICT,MN,2722
2715000,INTERNATIONAL FALLS SCHOOL DISTRICT,MN,914
2715030,INVER GROVE HEIGHTS SCHOOLS,MN,3427
2715510,ISLE PUBLIC SCHOOL DISTRICT,MN,394
2715540,IVANHOE PUBLIC SCHOOL DISTRICT,MN,71
2715750,JORDAN PUBLIC SCHOOL DISTRICT,MN,1877
2716980,Kasson-Mantorville School District,MN,2152
2717010,KELLIHER PUBLIC SCHOOL DISTRICT,MN,311
2717100,KENYON-WANAMINGO SCHOOL DISTRICT,MN,644
2717120,KERKHOVEN-MURDOCK-SUNBURG,MN,777
2717220,KIMBALL PUBLIC SCHOOL DISTRICT,MN,759
2717250,La Crescent-Hokah School District,MN,998
2717460,LAKE BENTON PUBLIC SCHOOL DISTRICT,MN,102
2717520,LAKE CITY PUBLIC SCHOOL DISTRICT,MN,1189
2717570,LAKE OF THE WOODS SCHOOL DISTRICT,MN,462
2717780,Lakeville Area Schools,MN,12025
2717880,LANCASTER PUBLIC SCHOOL DISTRICT,MN,208
2717910,LANESBORO PUBLIC SCHOOL DISTRICT,MN,442
2717940,Laporte Public School District,MN,332
2718060,LEROY-OSTRANDER PUBLIC SCHOOLS,MN,258
2718070,LE SUEUR-HENDERSON SCHOOL DISTRICT,MN,908
2718090,Lewiston-Altura Public School Dist,MN,591
2718210,Litchfield Public School District,MN,1566
2718240,Little Falls Community Schools,MN,2424
2718270,LITTLEFORK-BIG FALLS SCHOOL DIST.,MN,402
2718330,LUVERNE PUBLIC SCHOOL DISTRICT,MN,1142
2718360,LYLE PUBLIC SCHOOL DISTRICT,MN,306
2718390,Lynd Public School District,MN,175
2718540,Mabel-Canton Public School District,MN,269
2718570,MADELIA PUBLIC SCHOOL DISTRICT,MN,646
2718660,MAHNOMEN PUBLIC SCHOOL DISTRICT,MN,674
2718750,MAHTOMEDI PUBLIC SCHOOL DISTRICT,MN,3285
2718780,MANKATO PUBLIC SCHOOL DISTRICT,MN,8219
2718810,MAPLE LAKE PUBLIC SCHOOL DISTRICT,MN,744
2718920,GRYGLA PUBLIC SCHOOL DISTRICT,MN,135
2718940,MARSHALL PUBLIC SCHOOL DISTRICT,MN,2664
2718960,Martin County West School District,MN,624
2719170,McGregor Public School District,MN,414
2719320,Medford Public School District,MN,845
2720550,MELROSE PUBLIC SCHOOL DISTRICT,MN,1313
2720580,Menahga Public School District,MN,987
2720670,MILACA PUBLIC SCHOOL DISTRICT,MN,1639
2721210,MILROY PUBLIC SCHOOL DISTRICT,MN,29
2721240,Minneapolis Public School District,MN,29928
2721270,MINNEOTA PUBLIC SCHOOL DISTRICT,MN,554
2721320,MONTEVIDEO PUBLIC SCHOOL DISTRICT,MN,1372
2721390,Monticello Public School District,MN,4013
2721420,Moorhead Area Public Schools,MN,7571
2721450,MOOSE LAKE PUBLIC SCHOOL DISTRICT,MN,561
2721480,Mora Public Schools,MN,1656
2722920,Westonka Public School District,MN,2442
2722950,Mounds View Public School District,MN,11934
2723010,MOUNTAIN LAKE PUBLIC SCHOOLS,MN,498
2723310,NASHWAUK-KEEWATIN SCHOOL DISTRICT,MN,541
2723370,NEVIS PUBLIC SCHOOL DISTRICT,MN,621
2723400,NEW LONDON-SPICER SCHOOL DISTRICT,MN,1518
2723430,NEW PRAGUE AREA SCHOOLS,MN,3980
2723490,NEW ULM PUBLIC SCHOOL DISTRICT,MN,2127
2723520,NEW YORK MILLS PUBLIC SCHOOL DIST.,MN,822
2723550,MARSHALL COUNTY CENTRAL SCHOOLS,MN,463
2723580,NICOLLET PUBLIC SCHOOL DISTRICT,MN,314
2723820,North Branch Area Public Schools,MN,2704
2723850,North St. Paul-Maplewood Oakdale,MN,10754
2723880,NORTHFIELD PUBLIC SCHOOL DISTRICT,MN,3849
2723910,CENTRAL PUBLIC SCHOOL DISTRICT,MN,966
2723970,OGILVIE PUBLIC SCHOOL DISTRICT,MN,472
2725050,ONAMIA PUBLIC SCHOOL DISTRICT,MN,556
2725080,ORONO PUBLIC SCHOOL DISTRICT,MN,2987
2725140,OSAKIS PUBLIC SCHOOL DISTRICT,MN,887
2725200,OSSEO PUBLIC SCHOOL DISTRICT,MN,21138
2728050,OWATONNA PUBLIC SCHOOL DISTRICT,MN,4890
2728080,PARK RAPIDS PUBLIC SCHOOL DISTRICT,MN,1589
2728110,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,MN,531
2728140,Paynesville Area Schools,MN,894
2728170,Pelican Rapids Public Schools,MN,842
2728200,PEQUOT LAKES PUBLIC SCHOOLS,MN,1737
2728230,PERHAM-DENT PUBLIC SCHOOL DISTRICT,MN,1671
2728290,RUSHFORD-PETERSON PUBLIC SCHOOLS,MN,648
2728320,PIERZ PUBLIC SCHOOL DISTRICT,MN,1214
2728350,PILLAGER PUBLIC SCHOOL DISTRICT,MN,1324
2728380,PINE CITY PUBLIC SCHOOL DISTRICT,MN,1582
2728950,Pine Island Public School District,MN,1562
2728960,Pine Point Public School District,MN,46
2728970,PINE RIVER-BACKUS SCHOOL DISTRICT,MN,906
2730030,PRINCETON PUBLIC SCHOOL DISTRICT,MN,3291
2730060,Prior Lake-Savage Area Schools,MN,8788
2730090,Proctor Public School District,MN,1848
2730150,RANDOLPH PUBLIC SCHOOL DISTRICT,MN,875
2730450,RED LAKE FALLS PUBLIC SCHOOL DIST.,MN,421
2730480,Red Wing Public School District,MN,2225
2730510,RED LAKE PUBLIC SCHOOL DISTRICT,MN,1519
2730870,NORTHLAND COMMUNITY SCHOOLS,MN,344
2731750,RICHFIELD PUBLIC SCHOOL DISTRICT,MN,4094
2731780,ROBBINSDALE PUBLIC SCHOOL DISTRICT,MN,10810
2731800,Rochester Public School District,MN,17171
2732070,ROCKFORD PUBLIC SCHOOL DISTRICT,MN,1565
2732250,ROSEAU PUBLIC SCHOOL DISTRICT,MN,1101
2732390,ROSEMOUNT-APPLE VALLEY-EAGAN,MN,29224
2732430,ROSEVILLE PUBLIC SCHOOL DISTRICT,MN,7256
2732460,ROTHSAY PUBLIC SCHOOL DISTRICT,MN,334
2732520,ROYALTON PUBLIC SCHOOL DISTRICT,MN,938
2732550,RUSH CITY PUBLIC SCHOOL DISTRICT,MN,805
2732700,SOUTH KOOCHICHING SCHOOL DISTRICT,MN,203
2732820,Sartell-St. Stephen School District,MN,3943
2732850,SAUK CENTRE PUBLIC SCHOOL DISTRICT,MN,1104
2732880,Sauk Rapids-Rice Public Schools,MN,4331
2732970,SEBEKA PUBLIC SCHOOL DISTRICT,MN,451
2733000,Shakopee Public School District,MN,7717
2733210,SLEEPY EYE PUBLIC SCHOOL DISTRICT,MN,562
2733270,South St. Paul Public School Dist,MN,2861
2733300,SPRING GROVE SCHOOL DISTRICT,MN,349
2733330,SPRING LAKE PARK PUBLIC SCHOOLS,MN,6113
2733390,SPRINGFIELD PUBLIC SCHOOL DISTRICT,MN,653
2733420,ST. ANTHONY-NEW BRIGHTON SCHOOLS,MN,1891
2733450,ST. CHARLES PUBLIC SCHOOL DISTRICT,MN,936
2733480,ST. CLAIR PUBLIC SCHOOL DISTRICT,MN,820
2733510,ST. CLOUD PUBLIC SCHOOL DISTRICT,MN,9940
2733540,St. Francis Area Schools,MN,4281
2733600,ST. JAMES PUBLIC SCHOOL DISTRICT,MN,1143
2733720,NETT LAKE PUBLIC SCHOOL DISTRICT,MN,48
2733780,ST. LOUIS PARK PUBLIC SCHOOL DIST.,MN,4446
2733790,St. Michael-Albertville Schools,MN,6795
2733810,South Washington County Schools,MN,19578
2733840,Saint Paul Public Schools,MN,33041
2733870,ST. PETER PUBLIC SCHOOL DISTRICT,MN,2107
2733900,STAPLES-MOTLEY SCHOOL DISTRICT,MN,901
2738160,STEWARTVILLE PUBLIC SCHOOL DISTRICT,MN,1976
2738190,Stillwater Area Public Schools,MN,8455
2738280,SWANVILLE PUBLIC SCHOOL DISTRICT,MN,367
2738850,THIEF RIVER FALLS SCHOOL DISTRICT,MN,1725
2738880,ESKO PUBLIC SCHOOL DISTRICT,MN,1287
2740665,TRITON SCHOOL DISTRICT,MN,889
2740680,TRUMAN PUBLIC SCHOOL DISTRICT,MN,229
2740740,LAKE SUPERIOR PUBLIC SCHOOL DIST.,MN,1286
2740810,ULEN-HITTERDAL PUBLIC SCHOOL DIST,MN,302
2740830,UNDERWOOD PUBLIC SCHOOL DISTRICT,MN,554
2740860,UPSALA PUBLIC SCHOOL DISTRICT,MN,327
2740920,VERNDALE PUBLIC SCHOOL DISTRICT,MN,484
2741060,Wabasha-Kellogg School District,MN,757
2741430,WABASSO PUBLIC SCHOOL DISTRICT,MN,404
2741460,WACONIA PUBLIC SCHOOL DISTRICT,MN,3984
2741850,WARROAD PUBLIC SCHOOL DISTRICT,MN,1041
2741880,WASECA PUBLIC SCHOOL DISTRICT,MN,1752
2741910,Watertown-Mayer Public School Dist,MN,1440
2742120,Waubun-Ogema-White Earth Schools,MN,727
2742160,WAYZATA PUBLIC SCHOOL DISTRICT,MN,12951
2742270,West St. Paul-Mendota Heights-Eagan,MN,5452
2742330,Wheaton Area Public School District,MN,352
2742360,White Bear Lake School District,MN,8571
2742720,Willmar Public School District,MN,4218
2742750,WILLOW RIVER PUBLIC SCHOOL DISTRICT,MN,436
2742780,Windom Public School District,MN,1187
2744070,WINONA AREA PUBLIC SCHOOL DISTRICT,MN,2465
2744160,WORTHINGTON PUBLIC SCHOOL DISTRICT,MN,4064
2744190,WRENSHALL PUBLIC SCHOOL DISTRICT,MN,347
2745735,Zumbrota-Mazeppa School District,MN,1242
2791445,LAKE CRYSTAL-WELLCOME MEMORIAL,MN,957
2791446,TRI-COUNTY SCHOOL DISTRICT,MN,179
2791447,KITTSON CENTRAL SCHOOL DISTRICT,MN,247
2791449,WIN-E-MAC SCHOOL DISTRICT,MN,458
2791450,MESABI EAST SCHOOL DISTRICT,MN,862
2791451,JANESVILLE-WALDORF-PEMBERTON,MN,629
2800185,West Bolivar Consolidated School District,MS,873
2800186,North Bolivar Consolidated,MS,749
2800187,Sunflower County Consolidated School District,MS,2807
2800189,Starkville Oktibbeha Consolidated School District,MS,4880
2800191,West Point Consolidated School District,MS,2528
2800195,Holmes County Consolidated,MS,2300
2800196,Winona-Montgomery Consolidated School District,MS,1069
2800198,Greenwood-Leflore Consolidated School District,MS,3718
2800200,Chickasaw County School District,MS,2197
2800360,Aberdeen School District,MS,924
2800390,Alcorn School District,MS,3226
2800420,Amite County School District,MS,914
2800450,Amory School District,MS,1461
2800510,Attala County Schools,MS,952
2800540,Baldwyn School District,MS,739
2800570,Bay Waveland School District,MS,1664
2800600,Benton County School District,MS,909
2800630,BILOXI PUBLIC SCHOOL DISTRICT,MS,5699
2800750,Cleveland School District,MS,2793
2800820,Booneville School District,MS,1337
2800840,Brookhaven School District,MS,2432
2800870,Calhoun County School District,MS,1989
2800900,Canton Public Schools,MS,3157
2800930,Carroll County School District,MS,734
2800990,Choctaw County Schools,MS,1233
2801020,Claiborne County Public Schools,MS,1135
2801050,Clarksdale Municipal School District,MS,1857
2801090,Clinton Public School District,MS,5148
2801110,Coahoma County School District,MS,1009
2801140,Coffeeville School District,MS,367
2801170,COLUMBIA  SCHOOL DISTRICT,MS,1639
2801200,Columbus Municipal School District,MS,3011
2801220,Copiah County School District,MS,2077
2801260,Corinth School District,MS,2400
2801290,Covington County School District,MS,2492
2801320,DeSoto County School District,MS,34934
2801380,East Jasper School District,MS,739
2801410,East Tallahatchie School District,MS,797
2801440,Enterprise,MS,918
2801470,Forest Municipal School District,MS,1638
2801490,Forrest County School District,MS,2124
2801510,Forrest County Agricultural High School,MS,562
2801530,Franklin County School District,MS,1147
2801560,George County School District,MS,4049
2801590,Greene County Schools,MS,1621
2801620,Greenville Public School District,MS,3264
2801680,Grenada School District,MS,3863
2801710,Gulfport School District,MS,5927
2801740,Hancock School District,MS,3934
2801770,Harrison County School District,MS,14253
2801800,Hattiesburg,MS,3918
2801830,Hazlehurst City School District,MS,1320
2801860,Hinds County School District,MS,4940
2801890,Hollandale,MS,534
2801950,Holly Springs School District,MS,993
2802040,MS Achievement SD Of Humphreys County,MS,1130
2802100,Itawamba County,MS,3275
2802160,Jackson County School District,MS,8845
2802190,Jackson Public Schools,MS,17429
2802220,Jefferson County School District,MS,1083
2802250,Jeff Davis County School District,MS,1217
2802280,Jones County School District,MS,8693
2802310,Kemper County School District,MS,888
2802340,Kosciusko School District,MS,1973
2802370,Lafayette County,MS,2854
2802400,Lamar County School District,MS,10318
2802430,Lauderdale County School District,MS,5940
2802460,Laurel School District,MS,2620
2802490,Lawrence County School District,MS,1674
2802520,Leake County School District,MS,2408
2802550,Lee County,MS,6343
2802610,Leland School District,MS,671
2802640,Lincoln County School District,MS,2791
2802670,Long Beach School District,MS,2874
2802700,Louisville Municipal School District,MS,2413
2802730,Lowndes County School District,MS,5261
2802790,Madison County Schools,MS,12926
2802820,Marion County School District,MS,1794
2802850,Marshall County School District,MS,2769
2802880,McComb School District,MS,2121
2802910,Meridian Public Schools,MS,4385
2802940,Monroe County School District,MS,2002
2803000,Moss Point School District,MS,1611
2803030,Natchez-Adams School District,MS,2554
2803060,Neshoba County Schools,MS,2972
2803090,Nettleton School District,MS,994
2803120,NEW ALBANY PUBLIC SCHOOLS,MS,2149
2803150,NEWTON COUNTY SCHOOL DISTRICT,MS,1650
2803180,NEWTON MUNICIPAL SCHOOL DISTRICT,MS,782
2803210,North Panola,MS,1103
2803240,North Pike Schools,MS,2135
2803270,North Tippah School District,MS,1220
2803300,Noxubee County School District,MS,1321
2803360,Ocean Springs School District,MS,5677
2803390,Okolona School District,MS,512
2803450,Oxford School District,MS,4763
2803480,Pascagoula-Gautier School District,MS,6579
2803510,Pass Christian School District,MS,1768
2803520,Pearl Public Schools,MS,4258
2803530,Petal School District,MS,4253
2803540,Pearl River County School District,MS,3128
2803570,Perry County School District,MS,847
2803600,Philadelphia Public School District,MS,757
2803630,Picayune School District,MS,3509
2803660,PONTOTOC COUNTY SCHOOL DISTRICT,MS,3465
2803690,Pontotoc City School District,MS,2400
2803720,Poplarville School District,MS,1969
2803750,Prentiss County School District,MS,2176
2803780,Quitman School District,MS,1459
2803810,Quitman County School District,MS,835
2803830,Rankin County School District,MS,18196
2803870,Richton School District,MS,586
2803900,Scott County School District,MS,3989
2803930,Senatobia Municipal School District,MS,1754
2803960,South Delta School District,MS,548
2803990,Simpson County School District,MS,2797
2804020,Smith County School District,MS,2538
2804050,South Panola  School District,MS,4220
2804080,South Pike School District,MS,1461
2804110,South Tippah School District,MS,2403
2804170,Stone County School District,MS,2532
2804230,Tate County School District,MS,2004
2804260,Tishomingo County School District,MS,2844
2804290,Tunica  School District,MS,1598
2804320,Tupelo Public School District,MS,7192
2804350,Union County School District,MS,2986
2804380,Union Public School District,MS,976
2804440,Walthall County School District,MS,1698
2804470,Vicksburg Warren School District,MS,6610
2804500,Water Valley School District,MS,997
2804530,Wayne County School District,MS,2977
2804560,Webster County Schools,MS,1717
2804590,West Jasper School District,MS,1371
2804650,West Tallahatchie School District,MS,548
2804680,Western Line Schools,MS,1739
2804710,Wilkinson County School District,MS,694
2804770,MS Achievement SD Of Yazoo City,MS,1824
